config,source_article,logical_fallacies
edu,"I've only read a couple pages of this book, and I've already found a typo. There's no way I'm reading the rest of this garbage.",faulty generalization
edu,"She asserts that we need more military spending, but that is false, since she is only saying it because she is a Republican.",ad hominem
edu,"The book Investing for Dummies really helped me understand my finances better. The book Chess for Dummies was written by the same author, was published by the same press, and costs about the same amount, so it would probably help me understand my finances as well.",fallacy of logic
edu,Do you support freedom and the right to bear arms ?,intentional
edu,"Without this additional insurance, you could find yourself broke and homeless.",appeal to emotion
edu,"Bill and Jill are arguing about cleaning out their closets: 
Jill: ""We should clean out the closets. They are getting a bit messy."" 
Bill: ""Why, we just went through those closets last year. Do we have to clean them out everyday?"" 
Jill: ""I never said anything about cleaning them out every day. You just want too keep all your junk forever, which is just ridiculous.""",fallacy of extension
edu,"""I will end this war in Iraq responsibly, and finish the fight against al Qaeda and the Taliban in Afghanistan. I will rebuild our military to meet future conflicts. But I will also renew the tough, direct diplomacy that can prevent Iran from obtaining nuclear weapons and curb Russian aggression. I will build new partnerships to defeat the threats of the 21st century: terrorism and nuclear proliferation; poverty and genocide; climate change and disease. And I will restore our moral standing, so that America is once again that last, best hope for all who are called to the cause of freedom, who long for lives of peace, and who yearn for a better future.""  Which appeal is the primary appeal used in this quote?",fallacy of credibility
edu,Senator Lewis says we should not fund the missile attack program. I disagree. I don't know why she wants to leave us defenseless like that.,fallacy of extension
edu,He can't be a great athlete; he didn't adopt the stray dog on the street.,ad hominem
edu,Kevin's grandparents do not know how to use a computer. Kevin thinks that all older people must be computer illiterate.,faulty generalization
edu,"I'm not surprised, frankly, that someone who gets lost in his own neighborhood would argue that New York has better pizza than Chicago.",ad hominem
edu,"The number of off-leash dogs I've seen in Livingston is completely unacceptable. Let's make our streets safe again by addressing this dog problem, before our city becomes a haven for criminals.",fallacy of relevance
edu,"The reason everyone wants the new ""Slap Me Silly Elmo"" doll is because this is the hottest toy of the season!",circular reasoning
edu,"An increasing number of people are keeping ferrets as pets, so they must make wonderful companion animals.",ad populum
edu,"Miller Lite is cheap beer, so the Guinness will be cheap, too",faulty generalization
edu,"His house is about half the size of most houses in the neighborhood. Therefore, his doors must all be about 3 1/2 feet high.",faulty generalization
edu,"Ten years ago I got a 170 on the LSAT, so I expect to get the same score again.",faulty generalization
edu,My opponent is a card-carrying member of the K.K.K.,faulty generalization
edu,1. “Michael Jordan wore his UNC shorts during every game he played in the NBA and he won 6 championships.”,false causality
edu,"The shopping is a red herring, since the original issue was
video games. 
",fallacy of relevance
edu,"Bert: I've been learning about the Second World War lately. I found that America provoked Japan into attacking Pearl Harbor. I don't think that was the right thing to do.
Jenny: Oh, so you are now taking the side of Axis? Do you think Germany and Japan were right to do what they did?",fallacy of extension
edu,"I would have done my homework, but my refrigerator stopped working.",fallacy of logic
edu,"I ate Oreos, and then I was sick the next day. It must have been the Oreos that caused my sickness.",false causality
edu,"Cari says that we need a major overhaul in education. Cari gets a speeding ticket every other week, so maybe she should learn how to drive instead of worrying about schools.",ad hominem
edu,"""I drank bottled water and now I am sick, so the water must have made me sick.""

What logical fallacy is used in the statement above?",false causality
edu,Why doesn't Tim get a real job like normal people instead of trying to launch that Internet business from home?,fallacy of credibility
