config,source_article,logical_fallacies
edu,"Some students who attend tutoring over the summer are not very intelligent. Since Beth attended summer tutoring, she is not a very good student.",faulty generalization
edu,"The statement ""you are not really an American if you are vegetarian"" is an example of which fallacy?",intentional
edu,"""I know I made a bad decision, but look at how hard I tried.""
This helps manipulators to avoid taking responsibility for their actions.",appeal to emotion
edu,Best Buy is the best electronics store because people line up outside of it on Black Friday.,ad populum
edu,All four year olds talk too much.,faulty generalization
edu,"Pamela never lies. She told me herself, so it must be true.",circular reasoning
edu,"Sure, we haven't given raises in over five years to our employees, but we work really hard to make a good product. We try to ensure the best customer service, too.",fallacy of relevance
edu,Senator Li announced today that she plans to cut funding to early childhood education programs. The last thing we need is a government official who hates children!,fallacy of extension
edu,Either we ban teenagers from possessing cell phones or we continue to let thousands of young students fail their classes.,false dilemma
edu,You either support Hillary Clinton for President or you don't believe in women's rights,false dilemma
edu,Why did the blonde cross the road?  Because she saw a shoe sale!,faulty generalization
edu,The President said he will not allow disrespectful dissent.,circular reasoning
edu,"We cannot listen to John’s opinion on global warming because he is a tree hugger.
No podemos escuchar la opinión de John sobre el calentamiento global porque es un abrazador de árboles.",ad hominem
edu,"""You're not feeling well because you use your phone so much.""",false causality
edu,"As a police officer who has worked for the city for 15 years, I have been a witness to distracted drivers and something needs to be done.",fallacy of credibility
edu,Never be kind and generous to the poor. They’ll come to expect your help always and never learn to contribute to society.,faulty generalization
edu,Fred the Australian stole my wallet. All Australians are thieves!,faulty generalization
edu,(Are the things being compared even similar? Does that prove anything?),fallacy of logic
edu,"""If you don't believe in God, you'll go to hell!"" is an example of:",appeal to emotion
edu,"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students. What error in reasoning has Jeff made?http://www.funtrivia.com",faulty generalization
edu,"If the ozone layer is destroyed, many people will get cancer and suffer from other illnesses.  The ozone layer is being protected, not destroyed.  So, many people will be spared the pain of cancer and other illnesses.",fallacy of logic
edu,"Look, you are going to have to make up your mind. Either you decide that you can afford this stereo, or you decide you are going to do without music for a while.",false dilemma
edu,Caroline says that she is going to have lunch with the new girl. Jenna says that she can't believe that Caroline is ditching her old friends for the new girl.,fallacy of extension
edu,"If you don't pay taxes, you don't deserve the right to vote.",false dilemma
edu,"We don't know for sure that phones lower students' success levels, so there's no need to ban them.",intentional
edu,SM 10: Local talk show host saying we are on the verge of a nuclear war leading to sitting in a basement for months.,fallacy of credibility
edu,Killing thousands of people as a result of drug war campaign is not a crime to humanity because millions of Filipino support it.,ad populum
edu,"""I see no reason to listen to Smith. Anything he says will be influenced by his interest in civil rights. His statements are bound to be distorted and unreliable.""

What logical fallacy is used in the statement above?",ad hominem
